target_success,upper_guardrail,lower_guardrail,adjustment_pct,adjustment_mode,min_remaining_years,initial_rate,initial_wd,n_complete,success_rate,median_funded,p10_funded,median_cr,p10_cr,median_fr,p10_fr,median_avg_wd_ratio,p10_avg_wd_ratio,median_cv,median_downside_cv,median_min_wd,p10_min_wd,median_adj,median_util,p10_util,median_discounted,p10_floor_self,smoothness,score
0.950000,0.990000,0.100000,0.250000,success_rate,10,0.014000,14000.000000,2000,0.881000,1.000000,1.000000,3.880663,1.195877,1.000000,1.000000,7.693947,1.551753,1.016625,0.000000,14000.000000,14000.000000,12.000000,0.107715,0.021725,0.075458,1.000000,1.000000,1.079187
0.950000,0.990000,0.100000,0.100000,success_rate,1,0.014000,14000.000000,2000,0.922500,1.000000,1.000000,4.838382,1.320384,1.000000,1.000000,9.565173,1.722938,1.407198,0.127197,14000.000000,14000.000000,23.000000,0.133912,0.024121,0.088729,1.000000,0.282172,1.079065
0.950000,0.990000,0.300000,1.000000,amount,5,0.014000,14000.000000,2000,0.904000,1.000000,1.000000,4.532402,1.405050,1.000000,0.481860,8.847488,1.866788,1.139249,0.000000,14000.000000,6746.042376,7.000000,0.123865,0.026135,0.086219,0.481860,1.000000,1.078326
0.950000,0.990000,0.300000,1.000000,success_rate,5,0.014000,14000.000000,2000,0.904000,1.000000,1.000000,4.532402,1.405050,1.000000,0.481860,8.847488,1.866788,1.139249,0.000000,14000.000000,6746.042376,7.000000,0.123865,0.026135,0.086219,0.481860,1.000000,1.078326
0.950000,0.990000,0.400000,1.000000,amount,5,0.014000,14000.000000,2000,0.907500,1.000000,1.000000,4.561668,1.413040,1.000000,0.455869,8.902909,1.903757,1.146146,0.000000,14000.000000,6382.160872,7.000000,0.124641,0.026653,0.086572,0.455869,1.000000,1.078261
0.950000,0.990000,0.400000,1.000000,success_rate,5,0.014000,14000.000000,2000,0.907500,1.000000,1.000000,4.561668,1.413040,1.000000,0.455869,8.902909,1.903757,1.146146,0.000000,14000.000000,6382.160872,7.000000,0.124641,0.026653,0.086572,0.455869,1.000000,1.078261
0.950000,0.990000,0.200000,1.000000,amount,5,0.014000,14000.000000,2000,0.881000,1.000000,1.000000,4.531075,1.399576,1.000000,0.477220,8.865634,1.825486,1.128897,0.000000,14000.000000,6681.086455,7.000000,0.124119,0.025557,0.086339,0.477220,1.000000,1.077411
0.950000,0.990000,0.200000,1.000000,success_rate,5,0.014000,14000.000000,2000,0.881000,1.000000,1.000000,4.531075,1.399576,1.000000,0.477220,8.865634,1.825486,1.128897,0.000000,14000.000000,6681.086455,7.000000,0.124119,0.025557,0.086339,0.477220,1.000000,1.077411
0.900000,0.990000,0.600000,0.250000,success_rate,5,0.018760,18760.000000,2000,0.922000,1.000000,1.000000,4.390527,1.315681,1.000000,0.545594,6.500013,1.302697,1.163478,0.000000,18760.000000,10235.337753,10.000000,0.121940,0.024439,0.085272,0.545594,1.000000,1.077198
0.950000,0.990000,0.200000,0.100000,success_rate,1,0.014000,14000.000000,2000,0.959500,1.000000,1.000000,4.840496,1.327029,1.000000,1.000000,9.565173,1.725938,1.411480,0.132966,14000.000000,14000.000000,23.000000,0.133912,0.024163,0.088409,1.000000,0.273275,1.076420
0.900000,0.990000,0.300000,0.250000,success_rate,5,0.018760,18760.000000,2000,0.888500,1.000000,1.000000,4.273041,1.269868,1.000000,0.606648,6.439881,1.214088,1.130997,0.000000,18760.000000,11380.722436,8.000000,0.120812,0.022776,0.083485,0.606648,1.000000,1.076076
0.950000,0.990000,0.100000,0.250000,success_rate,1,0.014000,14000.000000,2000,0.918000,1.000000,1.000000,4.837905,1.352879,1.000000,1.000000,9.579921,1.742396,1.335736,0.160942,14000.000000,14000.000000,16.000000,0.134119,0.024394,0.090273,1.000000,0.237032,1.076057
0.900000,0.990000,0.400000,0.250000,success_rate,5,0.018760,18760.000000,2000,0.896000,1.000000,1.000000,4.297538,1.283729,1.000000,0.580966,6.481286,1.250022,1.136319,0.000000,18760.000000,10898.931057,9.000000,0.121589,0.023450,0.083705,0.580966,1.000000,1.076030
0.950000,0.990000,0.600000,0.100000,amount,1,0.014000,14000.000000,2000,0.955000,1.000000,1.000000,3.960233,1.219837,1.000000,0.904324,8.021215,1.598925,1.322920,0.000000,14000.000000,12660.539083,32.000000,0.112297,0.022385,0.074552,0.904324,1.000000,1.076002
0.900000,0.990000,0.300000,0.100000,success_rate,5,0.018760,18760.000000,2000,0.905000,1.000000,1.000000,4.240170,1.236024,1.000000,0.652303,6.394325,1.141214,1.180476,0.000000,18760.000000,12237.207621,14.000000,0.119958,0.021409,0.082017,0.652303,1.000000,1.074523
0.900000,0.990000,0.400000,0.100000,success_rate,5,0.018760,18760.000000,2000,0.911500,1.000000,1.000000,4.266459,1.250404,1.000000,0.636615,6.400678,1.168598,1.183014,0.000000,18760.000000,11942.896880,14.000000,0.120077,0.021923,0.082274,0.636615,1.000000,1.073760
0.950000,0.990000,0.400000,0.500000,amount,1,0.014000,14000.000000,2000,0.963000,1.000000,1.000000,4.840305,1.392545,1.000000,0.863067,9.511905,1.845088,1.285782,0.082377,14000.000000,12082.935098,14.000000,0.133167,0.025831,0.089124,0.863067,0.377709,1.073021
0.900000,0.990000,0.500000,0.250000,success_rate,5,0.018760,18760.000000,2000,0.916500,1.000000,1.000000,4.318188,1.288158,1.000000,0.566361,6.439881,1.261343,1.148443,0.000000,18760.000000,10624.931571,9.000000,0.120812,0.023663,0.083891,0.566361,1.000000,1.071233
0.950000,0.990000,0.100000,0.050000,success_rate,1,0.014000,14000.000000,2000,0.921000,1.000000,1.000000,4.740800,1.296748,1.000000,1.000000,9.506913,1.686933,1.486780,0.118776,14000.000000,14000.000000,30.000000,0.133097,0.023617,0.086564,1.000000,0.296250,1.071194
0.950000,0.990000,0.100000,0.500000,amount,1,0.014000,14000.000000,2000,0.886000,1.000000,0.984615,4.796105,1.338791,1.000000,1.000000,9.539241,1.742546,1.261941,0.074881,14000.000000,14000.000000,13.000000,0.133549,0.024396,0.089495,1.000000,0.400380,1.070547
0.900000,0.990000,0.200000,0.100000,success_rate,5,0.018760,18760.000000,2000,0.880500,1.000000,1.000000,4.238027,1.231764,1.000000,0.636406,6.394325,1.116457,1.176476,0.000000,18760.000000,11938.978704,14.000000,0.119958,0.020945,0.082017,0.636406,1.000000,1.070299
